City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
69,Ponta Do Sol,PT,2020-12-30 23:05:25,32.67,-17.1,57.2,87,75,4.7
70,Cabo San Lucas,MX,2020-12-30 23:05:25,22.89,-109.91,71.01,52,20,19.46
71,Aromashevo,RU,2020-12-30 23:05:25,56.86,68.64,-22.18,86,7,6.69
72,Leshukonskoye,RU,2020-12-30 23:05:26,64.9,45.76,7.18,94,100,6.62
73,Mount Darwin,ZW,2020-12-30 23:05:26,-16.77,31.58,68.54,91,100,4.03
74,Xining,CN,2020-12-30 23:05:26,36.62,101.77,7.3,72,88,2.89
75,Albion,US,2020-12-30 23:05:26,42.24,-84.75,33.8,80,90,16.11
76,Almaznyy,RU,2020-12-30 23:05:27,48.04,40.05,32.0,99,90,13.42
77,Carnarvon,AU,2020-12-30 23:05:27,-24.87,113.63,75.2,100,42,11.41
78,Mabaruma,GY,2020-12-30 23:05:27,8.2,-59.78,74.57,90,99,1.25
79,Kathmandu,NP,2020-12-30 23:04:50,27.72,85.32,35.6,93,20,3.36
80,Port-Gentil,GA,2020-12-30 23:05:28,-0.72,8.78,80.6,94,75,6.93
81,Mahebourg,MU,2020-12-30 23:05:28,-20.41,57.7,77.0,88,75,12.75
82,Sitka,US,2020-12-30 23:04:16,57.05,-135.33,39.2,93,20,5.82
83,Cape Town,ZA,2020-12-30 23:02:35,-33.93,18.42,66.2,68,0,6.93
84,Tigil,RU,2020-12-30 23:05:29,57.8,158.67,-1.32,91,69,1.72
85,Saint Leonard,CA,2020-12-30 23:05:29,47.17,-67.92,19.99,78,100,6.87
86,Krasnoselkup,RU,2020-12-30 23:05:29,65.7,82.47,-13.58,84,95,10.56
87,Srednekolymsk,RU,2020-12-30 23:05:29,67.45,153.68,-35.48,83,100,7.45
88,Killam,CA,2020-12-30 23:05:30,52.78,-111.85,14.0,72,28,4.7
89,Hasaki,JP,2020-12-30 23:05:30,35.73,140.83,33.8,43,20,6.93
90,Messina,IT,2020-12-30 23:01:53,38.19,15.55,53.6,76,40,2.24
91,East London,ZA,2020-12-30 23:05:31,-33.02,27.91,69.8,83,63,6.71
92,Hamilton,US,2020-12-30 23:05:31,39.18,-84.53,50.0,93,90,4.7
93,Pevek,RU,2020-12-30 23:05:31,69.7,170.31,-11.54,90,100,14.45
94,Kaeo,NZ,2020-12-30 23:05:31,-35.1,173.78,79.0,48,65,5.99
95,Chern,RU,2020-12-30 23:05:32,53.45,36.91,32.65,96,100,14.56
96,Chernyshevskiy,RU,2020-12-30 23:05:32,63.01,112.47,-20.52,88,85,5.06
97,Ishigaki,JP,2020-12-30 23:05:32,24.34,124.16,50.0,81,75,17.22
98,Halifax,CA,2020-12-30 23:03:54,44.65,-63.57,28.4,63,46,4.7
99,Samarai,PG,2020-12-30 23:05:32,-10.62,150.67,85.5,68,99,3.94
100,Luanda,AO,2020-12-30 23:05:33,-8.84,13.23,78.8,83,20,6.93
101,Roald,NO,2020-12-30 23:05:33,62.58,6.13,36.0,64,0,4.7
102,Vardo,NO,2020-12-30 23:05:33,70.37,31.11,26.6,79,75,9.17
103,Kenai,US,2020-12-30 23:05:34,60.55,-151.26,30.99,86,90,10.29
104,Havoysund,NO,2020-12-30 23:05:34,71.0,24.66,30.2,80,0,31.09
105,Brae,GB,2020-12-30 23:05:34,60.4,-1.35,41.0,86,100,12.75
106,Vaini,TO,2020-12-30 23:05:34,-21.2,-175.2,82.4,74,75,12.75
107,Khani,GE,2020-12-30 23:05:34,41.96,42.96,50.0,39,0,17.22
108,Balabac,PH,2020-12-30 23:05:35,7.99,117.06,80.38,80,76,7.74
109,Mahon,ES,2020-12-30 23:05:35,39.89,4.27,46.4,70,1,4.7
110,Chinsali,ZM,2020-12-30 23:05:35,-10.54,32.08,65.5,92,100,1.32
111,South Valley,US,2020-12-30 23:03:02,35.01,-106.68,43.0,30,20,7.92
112,Mount Isa,AU,2020-12-30 23:00:59,-20.73,139.5,84.2,58,17,9.17
113,Isiro,CD,2020-12-30 23:05:36,2.77,27.62,68.32,62,95,1.54
114,Longyearbyen,SJ,2020-12-30 23:03:35,78.22,15.64,28.4,86,75,2.24
115,Kumluca,TR,2020-12-30 23:05:36,36.37,30.29,57.0,57,18,4.18
116,Torbay,CA,2020-12-30 23:03:19,47.67,-52.73,30.99,74,90,26.4
117,Thinadhoo,MV,2020-12-30 23:05:37,0.53,72.93,82.78,70,19,4.63
118,Guerrero Negro,MX,2020-12-30 23:05:37,27.98,-114.06,65.26,32,0,23.85
119,Port Keats,AU,2020-12-30 23:05:38,-14.25,129.55,80.33,81,8,4.27
120,Bredasdorp,ZA,2020-12-30 23:05:38,-34.53,20.04,57.2,87,9,2.24
121,Nanortalik,GL,2020-12-30 23:05:38,60.14,-45.24,31.23,93,100,24.81
122,Kyakhta,RU,2020-12-30 23:01:43,50.35,106.45,-20.69,83,0,3.78
